carat,cut,color,clarity,depth,table,x,y,z
0.38,3,3,4,61.9,56.0,4.68,4.63,2.88
0.9,4,4,2,62.3,63.0,6.13,6.06,3.8
1.51,2,3,5,62.1,55.0,7.38,7.33,4.56
0.5,2,3,6,62.2,56.0,5.1,5.12,3.18
0.73,2,1,2,62.2,56.0,5.74,5.78,3.58
0.54,2,0,2,60.8,57.0,5.25,5.31,3.21
0.34,3,0,2,59.6,59.0,4.57,4.55,2.72
0.26,2,0,4,62.0,55.0,4.1,4.12,2.55
0.81,4,3,4,62.6,55.0,5.92,5.97,3.72
0.52,2,3,5,61.7,56.0,5.15,5.19,3.19
0.41,2,0,4,61.1,56.0,4.8,4.83,2.94
0.78,2,2,3,60.6,55.0,5.99,6.0,3.63
0.55,2,5,2,61.3,56.0,5.29,5.34,3.26
1.31,2,3,6,61.1,57.0,7.06,7.01,4.3
0.51,2,1,2,62.4,55.0,5.09,5.14,3.19
0.7,4,5,7,63.1,57.0,5.63,5.68,3.57
0.9,0,3,3,64.5,56.0,6.06,6.0,3.89
0.73,2,3,5,60.2,55.0,5.85,5.9,3.54
0.51,3,1,5,61.6,58.0,5.18,5.15,3.18
0.3,2,4,7,61.6,55.0,4.34,4.3,2.66
0.91,4,2,5,60.8,57.0,6.24,6.25,3.8
1.02,4,4,2,62.9,59.0,6.38,6.41,4.02
0.73,2,4,5,61.4,55.0,5.79,5.82,3.56
1.0,1,3,6,63.8,60.0,6.35,6.31,4.04
0.54,3,5,4,61.5,58.0,5.28,5.26,3.24
2.08,3,5,3,62.3,58.0,8.18,8.13,5.08
1.21,3,4,3,60.9,61.0,6.88,6.82,4.17
0.4,2,3,2,61.0,55.0,4.76,4.81,2.92
0.32,4,2,5,61.1,58.0,4.39,4.42,2.69
1.06,3,0,3,59.8,61.0,6.63,6.58,3.95
1.22,4,3,1,62.0,59.0,6.8,6.85,4.23
1.04,4,2,3,62.4,54.0,6.46,6.53,4.05
1.22,2,3,4,62.5,57.0,6.82,6.77,4.25
1.03,3,5,2,61.6,59.0,6.46,6.49,3.99
0.3,2,1,4,61.6,57.0,4.3,4.33,2.66
2.0,1,3,2,59.1,61.0,8.14,8.18,4.82
0.91,1,1,0,57.7,63.0,6.3,6.35,3.65
0.31,4,1,6,62.5,59.0,4.3,4.34,2.7
1.23,3,5,5,61.7,58.0,6.87,6.85,4.23
1.02,2,6,3,60.3,54.0,6.53,6.5,3.93
0.23,4,0,7,61.9,60.0,3.9,3.95,2.43
1.17,4,2,5,62.4,56.0,6.71,6.76,4.2
2.06,3,6,0,61.2,58.0,8.1,8.07,4.95
0.5,1,2,2,62.5,60.0,5.07,5.11,3.18
1.75,1,0,2,63.8,57.0,7.63,7.53,4.84
1.01,2,2,3,62.5,55.0,6.4,6.39,4.0
0.53,2,3,5,61.4,55.0,5.23,5.26,3.22
0.34,2,1,2,61.0,55.0,4.54,4.56,2.77
0.57,2,1,3,62.1,55.0,5.34,5.36,3.32
0.34,3,3,5,61.3,58.0,4.53,4.51,2.77
1.01,2,3,4,61.5,56.0,6.48,6.43,3.97
0.56,2,3,7,61.6,55.0,5.32,5.35,3.28
1.01,0,5,2,65.5,58.0,6.28,6.24,4.1
0.33,2,1,4,60.6,57.0,4.54,4.5,2.74
0.31,3,3,5,61.7,59.0,4.31,4.34,2.67
0.39,3,1,6,60.7,58.0,4.73,4.69,2.86
0.5,2,1,2,60.6,57.0,5.19,5.14,3.13
1.74,1,4,2,60.6,62.0,7.74,7.8,4.71
1.01,2,2,7,61.6,56.0,6.43,6.49,3.98
1.0,1,2,2,64.1,60.0,6.25,6.19,3.99
1.7,3,2,5,62.5,61.0,7.54,7.45,4.69
1.7,2,5,4,63.0,55.0,7.75,7.54,4.76
0.36,2,4,2,61.4,56.0,4.56,4.59,2.81
0.79,1,2,2,58.1,59.0,6.06,6.13,3.54
1.01,3,3,4,62.7,58.0,6.31,6.36,3.97
0.3,3,0,2,62.1,59.0,4.31,4.29,2.67
0.74,2,5,2,61.3,56.0,5.82,5.86,3.57
0.42,2,1,7,61.3,56.0,4.81,4.85,2.96
0.9,3,1,5,61.4,57.0,6.19,6.16,3.79
0.38,2,2,4,62.8,56.0,4.64,4.59,2.9
0.4,4,2,1,62.9,55.0,4.68,4.7,2.95
0.49,3,3,5,59.8,59.0,5.16,5.14,3.08
0.33,2,2,6,61.8,53.0,4.48,4.51,2.78
0.57,4,2,2,58.6,57.0,5.37,5.59,3.21
1.01,2,2,5,61.6,56.0,6.48,6.45,3.98
1.5,4,4,4,60.7,58.0,7.35,7.42,4.48
0.53,2,1,4,61.4,56.0,5.21,5.25,3.21
0.3,2,2,5,62.7,57.0,4.31,4.27,2.69
0.5,3,2,0,60.5,60.0,5.15,5.07,3.1
0.63,2,1,5,61.5,56.0,5.48,5.54,3.39
0.34,3,3,2,60.8,59.0,4.56,4.46,2.74
1.2,0,5,0,62.2,66.0,6.77,6.7,4.2
1.09,2,0,3,61.7,59.0,6.64,6.62,4.09
0.31,3,2,5,62.3,60.0,4.32,4.35,2.7
0.31,2,4,2,61.5,56.5,4.34,4.36,2.67
0.54,2,2,5,62.3,56.0,5.2,5.17,3.23
2.02,1,5,4,57.9,63.0,8.13,8.21,4.73
0.7,4,6,5,63.3,58.0,5.61,5.63,3.56
0.7,4,3,2,62.1,58.0,5.66,5.7,3.53
0.91,0,2,5,66.8,58.0,5.95,5.97,3.98
0.57,2,1,5,61.0,54.0,5.39,5.43,3.3
0.4,4,1,2,61.4,58.0,4.77,4.81,2.94
1.02,2,4,2,61.2,56.0,6.49,6.51,3.98
1.03,2,3,4,62.0,57.0,6.45,6.48,4.0
0.53,2,3,5,61.8,55.0,5.19,5.22,3.21
0.56,2,0,4,61.1,56.0,5.3,5.33,3.25
0.36,2,2,2,61.5,57.0,4.59,4.55,2.81
1.01,3,0,1,61.6,56.0,6.46,6.43,3.97
1.5,2,4,5,62.2,57.0,7.33,7.27,4.54
1.51,4,3,2,63.4,58.0,7.19,7.3,4.59
0.33,2,5,5,61.5,57.0,4.49,4.42,2.74
0.3,2,4,7,62.6,55.0,4.25,4.28,2.67
0.52,2,3,4,61.7,57.0,5.16,5.18,3.19
0.39,2,2,6,62.1,55.0,4.69,4.71,2.92
0.9,3,2,4,62.7,58.0,6.14,6.17,3.86
0.61,2,2,4,60.7,56.0,5.52,5.49,3.34
0.7,2,2,5,61.4,58.0,5.7,5.73,3.51
1.03,2,2,0,61.1,55.0,6.51,6.54,3.99
0.82,2,3,4,61.9,54.0,5.99,6.03,3.72
0.53,2,2,5,62.2,55.0,5.16,5.19,3.22
1.01,2,1,7,62.7,56.0,6.42,6.46,4.04
0.32,1,0,3,63.4,56.0,4.36,4.38,2.77
1.32,2,5,6,61.0,56.0,7.09,7.07,4.32
0.84,3,2,3,62.3,59.0,6.06,6.01,3.76
0.31,4,1,7,61.5,55.0,4.37,4.41,2.7
0.57,2,3,6,61.9,57.0,5.31,5.35,3.3
0.71,2,3,5,61.8,56.0,5.73,5.76,3.55
1.0,3,2,7,60.6,54.0,6.56,6.52,3.96
0.76,4,2,5,62.0,58.0,5.8,5.86,3.62
0.31,2,3,4,61.0,55.0,4.43,4.39,2.69
0.37,3,2,5,61.0,58.0,4.63,4.61,2.82
0.6,2,0,7,61.9,55.0,5.41,5.45,3.36
0.39,4,1,3,63.0,61.0,4.62,4.65,2.92
1.0,3,3,3,62.2,57.0,6.29,6.25,3.9
0.73,2,3,2,60.9,57.0,5.81,5.85,3.55
0.96,2,3,2,63.0,53.0,6.24,6.21,3.92
1.2,4,5,5,61.7,59.0,6.83,6.88,4.23
0.56,2,3,7,61.6,56.0,5.32,5.29,3.27
0.31,2,3,5,62.4,55.0,4.3,4.32,2.69
0.57,2,3,7,61.7,56.0,5.3,5.33,3.28
1.0,3,2,2,62.3,59.0,6.43,6.37,3.99
0.31,2,2,6,61.4,56.0,4.37,4.4,2.69
0.25,4,2,7,60.1,57.0,4.1,4.13,2.47
1.09,4,1,3,60.9,59.0,6.61,6.75,4.07
0.41,2,1,4,62.0,55.0,4.74,4.77,2.95
0.8,3,1,5,63.0,56.0,5.91,5.84,3.7
0.67,3,3,5,61.0,57.0,5.68,5.63,3.45
0.33,2,4,7,61.6,55.0,4.48,4.51,2.77
0.56,4,0,2,63.9,56.0,5.2,5.26,3.34
1.0,4,1,2,63.3,57.0,6.28,6.32,3.99
2.0,1,3,3,64.3,56.0,7.93,7.89,5.09
0.32,4,2,5,63.0,57.0,4.33,4.37,2.74
0.7,3,3,5,62.9,62.0,5.63,5.57,3.52
0.36,1,2,4,63.9,54.0,4.52,4.5,2.88
1.11,4,5,3,62.5,58.0,6.59,6.65,4.14
0.92,4,0,3,63.7,57.0,6.12,6.21,3.93
0.4,3,1,2,61.0,59.0,4.74,4.71,2.88
0.35,1,1,4,63.1,56.0,4.49,4.54,2.85
0.4,2,5,6,62.3,53.7,4.72,4.74,2.95
0.32,2,4,5,61.7,57.0,4.38,4.4,2.71
0.5,1,3,4,61.9,61.5,5.03,5.04,3.12
0.3,2,1,5,61.2,55.0,4.35,4.31,2.65
2.01,1,3,3,63.6,59.0,8.0,7.95,5.07
0.7,1,4,5,59.7,57.0,5.75,5.8,3.45
0.59,2,1,2,61.7,56.0,5.35,5.45,3.33
0.25,2,3,6,62.6,55.0,4.03,4.04,2.52
0.51,4,4,7,62.2,61.0,5.06,5.1,3.16
2.26,3,4,2,60.3,58.0,8.56,8.51,5.15
1.23,2,5,2,62.0,57.0,6.91,6.87,4.27
1.35,2,3,0,62.5,57.0,7.04,7.01,4.39
2.0,0,5,3,65.9,57.0,7.96,7.79,5.19
0.33,3,6,5,59.6,61.0,4.53,4.49,2.69
0.35,2,2,6,61.5,55.0,4.51,4.56,2.79
0.73,2,6,5,62.0,56.0,5.76,5.79,3.58
0.55,4,1,2,61.0,61.0,5.25,5.3,3.22
0.52,3,1,2,60.3,58.0,5.2,5.24,3.15
2.5,4,6,2,62.8,57.0,8.58,8.65,5.41
1.06,2,5,6,60.2,57.0,6.62,6.66,4.0
0.31,2,0,6,62.3,54.0,4.36,4.4,2.73
1.71,3,5,5,62.4,61.0,7.67,7.59,4.76
1.21,3,6,5,62.4,58.0,6.83,6.79,4.25
0.4,2,1,7,61.4,59.0,4.71,4.74,2.9
0.71,4,2,5,63.5,60.0,5.64,5.67,3.59
1.04,2,3,3,61.9,58.0,6.47,6.51,4.02
1.02,4,4,5,63.3,60.0,6.42,6.38,4.05
0.7,1,2,2,57.9,63.0,5.8,5.84,3.37
0.52,2,5,5,61.9,55.0,5.19,5.21,3.22
0.28,2,1,6,62.0,56.0,4.19,4.23,2.61
1.11,3,4,3,61.9,59.0,6.6,6.56,4.07
0.52,2,3,5,61.9,55.0,5.15,5.19,3.2
1.56,4,4,7,63.3,58.0,7.3,7.35,4.64
0.59,1,5,5,63.4,56.0,5.33,5.37,3.39
1.6,2,6,5,61.9,55.0,7.51,7.54,4.66
0.35,4,1,4,59.9,59.9,4.54,4.59,2.73
0.33,3,0,4,60.3,61.0,4.51,4.48,2.71
1.3,1,6,3,62.9,56.0,6.9,6.94,4.35
1.03,3,3,5,62.2,56.0,6.51,6.48,4.04
0.91,3,1,2,62.6,58.0,6.17,6.14,3.85
2.18,3,6,3,62.6,58.0,8.25,8.23,5.16
0.3,2,4,1,61.5,58.0,4.28,4.3,2.64
1.52,4,6,2,59.9,57.0,7.45,7.47,4.47
0.36,3,4,4,60.8,59.0,4.62,4.59,2.8
0.72,4,2,2,62.6,55.0,5.71,5.76,3.59
1.35,4,1,2,62.7,57.0,7.01,7.05,4.41
0.83,3,1,5,61.3,59.0,6.08,6.02,3.71
0.32,3,5,2,62.7,58.0,4.37,4.34,2.73
1.13,2,5,5,62.3,56.0,6.73,6.63,4.16
1.04,3,3,2,60.9,59.0,6.57,6.53,3.99
1.61,3,4,2,62.5,58.0,7.51,7.46,4.68
0.43,3,1,6,59.5,58.0,4.92,4.96,2.94
0.5,3,1,5,61.8,59.0,5.07,5.02,3.12
1.21,3,0,3,62.5,57.0,6.79,6.71,4.22
0.41,2,1,7,62.8,54.0,4.77,4.72,2.98
0.91,4,1,2,62.5,61.0,6.1,6.19,3.84
0.41,2,5,1,62.6,57.0,4.78,4.74,2.98
1.11,3,1,2,61.3,58.0,6.66,6.61,4.07
1.59,4,3,2,59.5,61.0,7.57,7.65,4.53
1.01,4,2,5,61.5,57.0,6.4,6.48,3.96
0.41,2,2,2,61.6,57.0,4.78,4.8,2.95
0.3,2,2,2,61.4,55.0,4.34,4.36,2.67
0.31,2,2,5,61.6,55.0,4.36,4.37,2.69
0.71,4,6,6,59.7,58.0,5.8,5.83,3.47
0.53,2,3,4,61.7,55.0,5.22,5.18,3.21
2.01,1,5,5,63.6,57.0,7.87,7.95,5.03
0.5,2,3,6,62.1,53.5,5.08,5.13,3.17
0.23,2,1,5,62.6,57.0,3.88,3.92,2.44
1.34,2,6,3,62.5,57.0,7.0,7.08,4.4
0.37,4,4,4,59.8,59.0,4.66,4.7,2.8
0.39,2,3,7,61.7,54.2,4.69,4.75,2.91
0.3,2,4,2,61.9,57.0,4.3,4.32,2.67
0.3,3,4,5,61.1,59.0,4.37,4.3,2.65
0.31,2,1,7,61.8,58.0,4.3,4.34,2.67
0.4,4,3,3,63.2,56.0,4.73,4.7,2.98
1.16,2,0,3,62.1,54.0,6.74,6.79,4.2
1.72,3,3,4,59.4,60.0,7.82,7.86,4.66
0.37,3,1,5,61.0,59.0,4.59,4.63,2.81
0.33,2,4,4,61.9,56.0,4.44,4.48,2.76
0.9,4,2,5,62.6,58.0,6.08,6.13,3.82
1.04,3,4,5,62.7,61.0,6.48,6.44,4.05
0.51,2,0,5,62.7,55.0,5.12,5.09,3.2
1.14,3,2,3,62.9,59.0,6.64,6.62,4.17
0.32,2,3,7,62.0,54.0,4.39,4.42,2.73
0.55,2,1,5,61.4,56.0,5.26,5.32,3.25
1.0,4,5,3,60.8,63.0,6.41,6.34,3.88
0.41,2,3,4,60.8,57.0,4.84,4.8,2.93
0.37,2,3,5,60.5,56.0,4.65,4.68,2.82
0.7,0,3,2,64.8,59.0,5.65,5.56,3.63
0.24,3,1,6,60.7,58.0,4.03,4.01,2.44
0.36,2,1,2,61.9,56.0,4.53,4.58,2.82
0.7,3,3,4,61.4,59.0,5.74,5.59,3.51
1.2,3,4,5,62.8,59.0,6.75,6.7,4.22
0.71,1,5,6,63.4,57.0,5.67,5.71,3.61
2.47,2,6,3,62.1,57.0,8.64,8.57,5.34
0.31,3,3,4,59.6,61.0,4.38,4.35,2.6
1.52,4,4,2,60.9,59.0,7.43,7.49,4.54
0.9,4,3,5,58.8,61.0,6.28,6.3,3.7
1.04,3,4,2,58.7,61.0,6.62,6.57,3.87
0.57,4,1,3,58.8,57.3,5.42,5.46,3.21
1.01,4,0,2,61.8,58.0,6.33,6.38,3.93
0.4,2,2,4,61.3,56.0,4.76,4.73,2.91
2.01,3,6,2,63.0,57.0,8.07,8.0,5.06
0.3,0,2,5,56.3,64.0,4.44,4.39,2.5
0.61,2,4,1,62.0,54.4,5.44,5.47,3.38
1.02,3,3,5,61.5,59.0,6.4,6.45,3.95
0.53,1,1,3,63.4,56.0,5.16,5.18,3.28
1.09,2,3,6,62.1,55.0,6.58,6.63,4.1
0.61,2,1,7,61.3,54.0,5.51,5.59,3.4
0.7,3,2,2,60.4,58.0,5.76,5.82,3.5
1.01,3,2,4,62.5,58.0,6.42,6.37,4.0
1.5,4,6,4,62.2,58.0,7.19,7.27,4.5
0.3,3,2,5,61.6,58.0,4.29,4.31,2.65
0.3,1,6,2,63.4,54.0,4.23,4.29,2.7
0.41,4,2,6,63.3,55.0,4.7,4.74,2.99
0.24,4,0,7,60.1,57.0,4.03,4.09,2.44
0.58,1,1,6,61.9,63.0,5.27,5.33,3.28
0.52,2,1,5,59.5,57.0,5.25,5.27,3.13
0.42,4,1,7,62.1,56.0,4.79,4.82,2.98
0.55,2,0,2,60.9,57.0,5.29,5.32,3.23
0.51,1,0,3,63.9,55.0,5.04,5.1,3.24
1.2,4,4,2,62.9,56.0,6.74,6.8,4.26
1.06,3,5,2,62.9,60.0,6.47,6.43,4.06
0.38,4,1,5,61.2,56.0,4.67,4.71,2.87
0.32,2,3,7,61.6,56.0,4.42,4.44,2.73
0.52,2,0,3,61.9,55.0,5.16,5.18,3.2
0.33,4,5,2,63.2,58.0,4.38,4.36,2.76
2.03,2,3,3,62.5,56.0,8.1,8.05,5.05
0.44,1,2,2,56.9,61.0,5.12,5.07,2.9
1.06,4,4,3,62.8,57.0,6.49,6.57,4.1
1.01,4,2,3,62.1,58.0,6.35,6.41,3.96
0.9,4,0,3,61.2,54.0,6.25,6.29,3.84
0.53,2,0,2,61.2,57.0,5.24,5.19,3.19
0.55,4,2,5,62.1,55.4,5.25,5.27,3.26
0.57,4,0,5,62.5,59.0,5.28,5.32,3.31
1.12,2,1,6,61.5,56.0,6.7,6.76,4.13
1.26,2,0,5,62.5,57.0,6.9,6.85,4.3
1.03,2,3,5,59.6,57.0,6.65,6.6,3.95
1.15,3,5,2,62.2,56.0,6.77,6.67,4.18
1.05,4,4,3,63.8,58.0,6.38,6.45,4.09
0.7,2,1,2,62.4,55.0,5.67,5.7,3.55
0.53,4,1,5,59.1,60.0,5.3,5.26,3.12
0.24,4,2,2,60.9,61.0,4.02,4.03,2.45
0.61,4,4,7,61.4,57.0,5.46,5.5,3.36
1.59,3,4,5,62.1,58.0,7.48,7.42,4.63
2.0,2,5,4,62.3,56.0,8.08,8.03,5.02
0.35,2,1,4,61.3,55.0,4.58,4.55,2.8
0.42,3,2,2,60.6,61.0,4.87,4.83,2.94
0.72,2,0,2,61.9,55.0,5.78,5.75,3.57
0.51,2,2,5,61.3,56.0,5.17,5.14,3.16
1.15,3,3,2,62.2,56.0,6.76,6.68,4.18
0.7,4,1,3,62.8,59.0,5.64,5.69,3.56
1.0,4,4,2,62.2,60.0,6.34,6.45,3.98
0.3,2,1,5,62.1,56.0,4.25,4.31,2.66
0.33,2,5,1,61.4,56.0,4.41,4.45,2.72
1.07,3,2,3,62.0,58.0,6.57,6.52,4.06
0.25,4,3,6,60.6,55.0,4.12,4.14,2.5
1.32,3,5,4,62.4,58.0,7.01,6.96,4.36
1.23,3,2,4,61.3,60.0,6.94,6.9,4.24
0.9,3,5,2,63.0,60.0,6.08,5.99,3.8
1.06,3,3,3,61.1,62.0,6.61,6.55,4.02
1.02,2,3,7,59.2,58.0,6.56,6.62,3.9
2.25,3,4,3,62.8,59.0,0.0,0.0,0.0
0.5,4,2,3,63.1,60.0,5.0,5.04,3.17
0.35,2,2,5,62.2,55.0,4.48,4.53,2.8
1.51,3,4,5,62.9,59.0,7.31,7.25,4.58
2.16,3,6,2,60.5,59.0,8.41,8.35,5.07
0.3,3,3,7,60.4,60.0,4.34,4.3,2.61
0.43,2,5,4,61.8,55.0,4.88,4.9,3.02
1.06,4,2,2,59.6,60.0,6.61,6.68,3.96
1.07,2,4,5,61.8,56.0,6.52,6.55,4.04
1.11,4,5,3,61.1,58.0,6.63,6.69,4.07
2.01,4,5,4,62.8,59.0,8.02,8.07,5.05
2.0,0,4,3,65.3,55.0,7.88,7.79,5.12
0.55,3,5,6,61.3,59.0,5.3,5.27,3.24
1.25,4,6,4,60.4,60.0,6.99,7.08,4.25
1.01,0,3,4,64.6,60.0,6.34,6.22,4.06
0.33,2,2,5,62.1,55.0,4.47,4.45,2.77
0.54,2,3,4,61.3,57.0,5.25,5.28,3.23
0.78,2,4,3,61.9,54.0,5.89,5.85,3.63
0.91,1,5,2,64.2,59.0,6.05,5.98,3.86
0.32,3,4,5,61.0,60.0,4.35,4.41,2.67
0.31,3,3,6,62.1,59.0,4.35,4.32,2.69
0.77,1,4,7,57.9,61.0,6.07,6.01,3.5
0.31,2,3,4,61.5,54.0,4.39,4.43,2.71
0.51,2,4,1,62.6,56.0,5.1,5.13,3.2
0.51,4,3,4,63.4,57.0,5.08,5.04,3.21
1.01,3,0,2,60.0,60.0,6.51,6.45,3.89
0.76,3,4,3,59.0,59.0,6.05,6.02,3.56
1.54,3,5,3,60.1,61.0,7.46,7.41,4.47
1.0,3,2,2,61.6,61.0,6.37,6.3,3.9
0.7,2,0,3,60.6,56.6,5.75,5.77,3.49
0.35,1,3,2,63.8,54.0,4.48,4.46,2.85
0.7,4,0,2,62.4,57.0,5.64,5.67,3.53
0.42,3,3,6,59.3,59.0,4.9,4.92,2.91
0.91,0,4,2,64.8,57.0,6.12,6.07,3.95
0.3,3,2,5,62.5,58.0,4.26,4.28,2.67
1.0,1,2,3,61.8,58.0,6.43,6.48,3.99
1.06,2,5,5,62.3,56.0,6.51,6.56,4.07
0.64,4,4,3,64.2,58.0,5.43,5.48,3.5
0.35,3,6,4,62.4,58.0,5.67,5.64,3.53
1.55,2,3,3,60.7,55.0,7.54,7.51,4.57
0.51,4,1,4,62.0,61.0,5.11,5.14,3.18
2.52,0,3,0,66.9,57.0,8.39,8.33,5.6
0.5,3,2,2,62.2,59.0,5.07,5.03,3.14
0.46,2,1,3,61.3,56.0,5.02,4.96,3.06
0.61,3,0,2,61.6,58.0,5.37,5.34,3.3
0.7,1,4,7,58.9,61.5,5.77,5.84,3.42
0.57,4,5,2,61.8,57.0,5.31,5.34,3.29
0.34,3,5,2,60.0,58.0,4.55,4.51,2.72
0.7,3,4,2,60.3,55.0,5.8,5.75,3.48
0.52,4,0,5,63.4,56.0,5.16,5.09,3.25
1.57,2,3,2,61.7,55.0,7.51,7.44,4.61
0.27,4,3,1,60.8,57.0,4.2,4.22,2.56
1.51,4,4,3,60.2,59.0,7.33,7.43,4.44
0.29,2,2,4,61.6,56.0,4.26,4.31,2.64
0.52,2,3,7,61.4,55.3,5.18,5.21,3.19
0.34,2,3,5,61.4,57.0,4.48,4.51,2.76
0.92,2,4,2,61.6,56.0,6.21,6.25,3.84
0.52,2,1,2,63.0,54.0,5.15,5.11,3.23
0.31,1,5,4,63.8,56.0,4.32,4.27,2.74
0.3,2,3,5,62.3,56.0,4.27,4.3,2.67
0.3,3,3,3,58.1,61.0,4.47,4.41,2.58
1.56,1,5,5,57.2,62.0,7.66,7.72,4.4
0.37,3,4,5,59.5,61.0,4.67,4.64,2.77
0.9,2,2,5,60.5,54.0,6.22,6.17,3.75
2.0,2,4,3,61.5,57.0,8.04,8.0,4.93
0.55,2,2,5,61.2,55.0,5.28,5.3,3.24
1.01,4,3,5,62.9,60.0,6.28,6.35,3.97
1.01,3,3,2,59.8,58.0,6.54,6.58,3.92
0.31,3,2,5,61.5,56.0,4.41,4.34,2.69
0.96,0,4,0,61.5,63.0,6.22,6.06,3.78
2.29,2,6,3,61.8,56.4,8.4,8.5,5.23
0.47,1,2,4,64.0,60.0,4.96,4.87,3.15
0.43,2,3,1,61.6,57.0,4.81,4.84,2.97
0.32,4,1,2,63.5,56.0,4.38,4.34,2.77
0.73,3,4,3,61.2,59.0,5.83,5.77,3.55
2.2,3,4,3,58.2,59.0,8.52,8.47,4.94
1.02,4,1,4,58.9,59.0,6.52,6.65,3.88
1.22,1,6,2,63.8,57.0,6.77,6.72,4.3
1.32,3,1,0,62.2,58.0,7.05,6.97,4.36
1.41,3,4,5,61.2,60.0,7.17,7.21,4.4
0.31,4,3,6,62.8,53.0,4.34,4.36,2.73
1.21,1,3,5,63.8,56.0,6.74,6.67,4.28
0.25,1,1,4,63.3,60.0,3.99,4.04,2.54
0.5,4,3,7,60.0,56.0,5.18,5.21,3.12
0.91,3,3,3,60.4,61.0,6.28,6.21,3.77
0.36,4,4,4,60.8,59.0,4.59,4.62,2.8
1.56,2,3,7,62.5,55.0,7.39,7.45,4.64
0.24,4,0,2,63.1,55.0,3.95,4.01,2.51
1.22,2,5,2,61.7,55.2,6.84,6.9,4.24
0.3,2,1,5,61.8,56.0,4.29,4.32,2.66
1.7,3,3,5,60.3,60.0,7.72,7.64,4.63
0.51,1,4,3,56.7,60.0,5.38,5.35,3.04
0.61,2,4,4,61.6,56.9,5.4,5.49,3.36
0.4,1,1,4,63.8,57.0,4.72,4.69,3.0
0.55,2,3,6,60.0,56.0,5.35,5.39,3.21
1.06,4,4,4,62.2,59.0,6.47,6.52,4.04
1.0,3,0,5,60.8,61.0,6.41,6.39,3.89
0.32,2,1,4,61.9,56.0,4.38,4.41,2.72
0.67,4,3,5,61.7,59.7,5.56,5.61,3.45
0.41,1,5,3,63.5,57.0,4.7,4.72,2.99
0.3,2,3,7,61.0,57.0,4.31,4.34,2.64
0.5,4,0,2,60.6,59.0,5.08,5.12,3.09
0.9,3,3,2,60.6,62.0,6.21,6.13,3.74
1.23,2,2,4,61.3,57.0,6.86,6.93,4.23
3.01,3,3,3,59.8,58.0,9.44,9.37,5.62
0.51,2,2,2,61.2,56.0,5.19,5.21,3.18
0.9,4,0,2,62.1,60.0,6.11,6.19,3.82
0.87,4,3,3,59.9,58.0,6.19,6.23,3.72
0.73,2,0,5,61.4,56.0,5.78,5.81,3.56
0.33,3,2,5,60.1,58.0,4.45,4.47,2.68
1.13,3,0,3,58.3,60.0,6.83,6.78,3.97
0.71,4,6,3,60.9,55.0,5.76,5.87,3.54
0.5,3,0,5,61.4,59.0,5.11,5.15,3.15
1.01,1,1,3,63.7,58.0,6.36,6.32,4.04
1.68,2,4,5,61.3,56.0,7.77,7.67,4.73
0.39,2,2,7,61.9,54.8,4.68,4.69,2.9
0.4,2,5,1,62.4,56.0,4.7,4.73,2.94
0.54,2,3,7,61.4,55.0,5.22,5.3,3.23
0.51,4,2,7,62.0,55.0,5.11,5.14,3.17
1.32,3,2,2,59.7,60.0,7.11,7.16,4.26
0.33,2,3,4,62.4,56.0,4.43,4.45,2.77
2.01,4,4,2,58.2,63.0,8.32,8.23,4.82
0.54,2,0,5,62.6,57.0,5.24,5.18,3.26
0.46,2,2,3,62.1,54.7,4.95,4.98,3.08
2.02,0,6,3,64.6,55.0,7.93,7.84,5.09
0.5,4,0,5,63.4,57.0,5.05,5.08,3.21
0.9,4,4,4,63.5,59.0,6.13,6.1,3.88
0.71,4,1,6,63.0,57.0,5.66,5.7,3.58
0.61,4,0,4,60.9,56.0,5.49,5.51,3.35
0.3,2,3,1,63.0,53.0,4.3,4.24,2.69
0.31,2,1,5,61.5,55.0,4.37,4.41,2.7
0.35,3,4,4,62.6,58.0,4.52,4.49,2.82
0.42,3,2,7,60.3,59.0,4.86,4.83,2.92
0.7,3,2,5,61.6,60.0,5.65,5.59,3.46
0.9,4,5,2,62.6,58.0,6.08,6.15,3.83
0.23,4,0,5,60.5,61.0,3.96,3.97,2.4
1.4,2,4,2,62.4,56.0,7.11,7.18,4.46
0.52,2,4,5,61.7,54.0,5.18,5.22,3.21
0.36,2,0,2,62.0,56.0,4.55,4.61,2.84
1.0,4,5,5,61.9,59.0,6.35,6.38,3.94
1.75,2,6,2,63.3,59.0,7.63,7.57,4.81
1.22,2,2,4,62.6,55.0,6.82,6.86,4.28
0.32,3,3,5,60.8,59.0,4.44,4.41,2.69
0.35,2,0,6,61.5,57.0,4.52,4.55,2.79
0.7,2,0,2,62.5,55.0,5.68,5.72,3.56
0.51,2,1,4,60.9,56.0,5.16,5.22,3.16
0.42,2,3,5,61.7,57.0,4.83,4.8,2.97
0.51,2,4,5,61.6,55.0,5.13,5.16,3.17
0.43,2,6,4,61.7,58.0,4.8,4.84,2.98
0.9,4,1,4,63.0,55.0,6.08,6.15,3.85
0.57,2,4,2,59.3,60.0,5.44,5.48,3.24
1.76,2,3,2,62.1,56.0,7.69,7.77,4.8
0.4,3,3,1,59.8,58.0,4.79,4.85,2.88
1.21,2,6,5,59.6,57.0,6.98,6.94,4.15
0.51,1,3,7,63.7,54.0,5.08,5.1,3.24
